FANTOM5_Sample_ID	Characteristics [description]	Sample types category	Experiments category	Chracteristics [Species]	Characteristics [Sex]	Characteristics [Age]	Unit[Age]	Characteristics [Developmental stage]	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
11343-117G2	Endothelial Cells - Thoracic, donor2	primary cells	snapshot	Human (Homo sapiens)	male	50	year	adult	UBERON:0001515	thoracic aorta	CL:0002545	thoracic aorta endothelial cell	NA	NA
11344-117G3	Endothelial Cells - Vein, donor2	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	infant	UBERON:0001638	vein	CL:0002543	vein endothelial cell	NA	NA
11345-117G4	Fibroblast - Cardiac, donor2	primary cells	snapshot	Human (Homo sapiens)	female	21	week	fetus	UBERON:0000948	heart	CL:0002548	fibroblast of cardiac tissue	NA	NA
11346-117G5	Fibroblast - Dermal, donor2	primary cells	snapshot	Human (Homo sapiens)	female	68	year	adult	UBERON:0002067	dermis	CL:0002551	fibroblast of dermis	NA	NA
11347-117G6	Fibroblast - Lung, donor2	primary cells	snapshot	Human (Homo sapiens)	male	22	week	fetus	UBERON:0002048	lung	CL:0002553	fibroblast of lung	NA	NA
11348-117G7	Hair Follicle Dermal Papilla Cells, donor2	primary cells	snapshot	Human (Homo sapiens)	female	51	year	adult	UBERON:0000412	dermal papilla	CL:0000346	hair follicle dermal papilla cell	NA	NA
11349-117G8	Keratinocyte - epidermal, donor2	primary cells	snapshot	Human (Homo sapiens)	female	47	year	adult	UBERON:0001003	skin epidermis	CL:0000312	keratinocyte	NA	NA
11350-117G9	Mammary Epithelial Cell, donor2	primary cells	snapshot	Human (Homo sapiens)	female	28	year	adult	UBERON:0001911	mammary gland	CL:0002327	mammary gland epithelial cell	NA	NA
11351-117H1	Melanocyte - light, donor2	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	infant	UBERON:0001003	skin epidermis	CL:0002567	light melanocyte	NA	NA
11352-117H2	Neural stem cells, donor2	primary cells	snapshot	Human (Homo sapiens)	NA	18	week	fetus	UBERON:0001017	central nervous system	CL:0000047	neuronal stem cell	NA	NA
11353-117H3	Osteoblast - differentiated, donor2	primary cells	snapshot	Human (Homo sapiens)	male	22	week	fetus	UBERON:0008883	osteoid	CL:0000062	osteoblast	NA	NA
11354-117H4	Osteoblast, donor2	primary cells	snapshot	Human (Homo sapiens)	male	22	week	fetus	UBERON:0008883	osteoid	CL:0000062	osteoblast	NA	NA
11355-117H5	Placental Epithelial Cells, donor2	primary cells	snapshot	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001987	placenta	CL:0002577	placental epithelial cell	NA	NA
11356-117H6	Preadipocyte - subcutaneous, donor2	primary cells	snapshot	Human (Homo sapiens)	female	53	year	adult	UBERON:0002072	hypodermis	CL:0002583	subcutaneous preadipocyte	NA	NA
11357-117H7	Preadipocyte - visceral, donor2	primary cells	snapshot	Human (Homo sapiens)	male	59	year	adult	UBERON:0000948	heart	CL:0002582	visceral preadipocyte	NA	NA
11358-117H8	Skeletal Muscle Cells, donor2	primary cells	snapshot	Human (Homo sapiens)	female	20	week	fetus	UBERON:0001134	skeletal muscle tissue	CL:0000188	cell of skeletal muscle	NA	NA
11359-117H9	Skeletal muscle cells differentiated into Myotubes - multinucleated, donor2	primary cells	snapshot	Human (Homo sapiens)	female	22	week	fetus	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
11360-117I1	Smooth Muscle Cells - Aortic, donor2	primary cells	snapshot	Human (Homo sapiens)	male	40	year	adult	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
11361-117I2	Smooth Muscle Cells - Brachiocephalic, donor2	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0001529	brachiocephalic artery	CL:0002589	smooth muscle cell of the brachiocephalic vasculature	NA	NA
11362-117I3	Smooth Muscle Cells - Carotid, donor2	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0005396	carotid artery segment	CL:0002596	smooth muscle cell of the carotid artery	NA	NA
11363-117I4	Smooth Muscle Cells - Coronary Artery, donor2	primary cells	snapshot	Human (Homo sapiens)	male	51	year	adult	UBERON:0001621	coronary artery	CL:0002592	smooth muscle cell of the coronary artery	NA	NA
11364-117I5	Smooth Muscle Cells - Internal Thoracic Artery, donor2	primary cells	snapshot	Human (Homo sapiens)	male	35	year	adult	UBERON:0002456	internal thoracic artery	CL:0002593	internal thoracic artery	NA	NA
11365-117I6	Smooth Muscle Cells - Pulmonary Artery, donor2	primary cells	snapshot	Human (Homo sapiens)	female	41	year	adult	UBERON:0002012	pulmonary artery	CL:0002591	smooth muscle cell of the pulmonary artery	NA	NA
11366-117I7	Smooth Muscle Cells - Subclavian Artery, donor2	primary cells	snapshot	Human (Homo sapiens)	male	21	year	adult	UBERON:0001533	subclavian artery	CL:0002595	smooth muscle cell of the subclavian artery	NA	NA
11367-117I8	Smooth Muscle Cells - Umbilical Artery, donor2	primary cells	snapshot	Human (Homo sapiens)	female	NA	NA	infant	UBERON:0001310	umbilical artery	CL:0002594	smooth muscle cell of the umbilical artery	NA	NA
11368-117I9	Synoviocyte, donor2	primary cells	snapshot	Human (Homo sapiens)	male	57	year	adult	UBERON:0002018	synovial membrane of synovial joint	CL:0000214	synovial cell	NA	NA
11369-118A1	Tracheal Epithelial Cells, donor2	primary cells	snapshot	Human (Homo sapiens)	male	45	year	adult	UBERON:0003126	trachea	CL:0000307	tracheal epithelial cell	NA	NA
11376-118A8	Adipocyte - breast, donor1	primary cells	snapshot	Human (Homo sapiens)	female	52	year	adult	UBERON:0000310	breast	CL:0002617	adipocyte of breast	NA	NA
11378-118B1	Sebocyte, donor3	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001821	sebaceous gland	CL:0000317	sebum secreting cell	NA	NA
11379-118B2	Gingival epithelial cells, donor3 (GEA15)	primary cells	snapshot	Human (Homo sapiens)	male	47	year	adult	UBERON:0001949	gingival epithelium	CL:0002621	gingival epithelial cell	NA	NA
11380-118B3	Fibroblast - Periodontal Ligament, donor6 (PLH3)	primary cells	snapshot	Human (Homo sapiens)	male	22	year	adult	UBERON:0008266	periodontal ligament	CL:0002556	fibroblast of periodontium	NA	NA
11381-118B4	CD14+ Monocytes, donor3	primary cells	snapshot	Human (Homo sapiens)	male	53	year	adult	UBERON:0000178	blood	CL:0001054	CD14-positive monocyte	NA	NA
11382-118B5	CD4+ T Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	female	26	year	adult	UBERON:0000178	blood	CL:0000624	CD4-positive, alpha-beta T cell	NA	NA
11383-118B6	CD8+ T Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	53	year	adult	UBERON:0000178	blood	CL:0000625	CD8-positive, alpha-beta T cell	NA	NA
11384-118B7	Dendritic Cells - monocyte immature derived, donor3	primary cells	snapshot	Human (Homo sapiens)	male	65	year	adult	UBERON:0000178	blood	CL:0000840	immature conventional dendritic cell	NA	NA
11385-118B8	Dendritic Cells - plasmacytoid, donor3	primary cells	snapshot	Human (Homo sapiens)	female	24	year	adult	UBERON:0000178	blood	CL:0000784	plasmacytoid dendritic cell	NA	NA
11386-118B9	CD14+ monocyte derived endothelial progenitor cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	46	year	adult	UBERON:0000178	blood	CL:0002619	adult endothelial progenitor cell	NA	NA
11387-118C1	Natural Killer Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	53	year	adult	UBERON:0000178	blood	CL:0000623	natural killer cell	NA	NA
11388-118C2	Peripheral Blood Mononuclear Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	46	year	adult	UBERON:0000178	blood	CL:2000001	peripheral blood mononuclear cell	NA	NA
11389-118C3	Macrophage - monocyte derived, donor3	primary cells	snapshot	Human (Homo sapiens)	female	57	year	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
11390-118C4	Neutrophils, donor3	primary cells	snapshot	Human (Homo sapiens)	female	29	year	adult	UBERON:0000178	blood	CL:0000775	neutrophil	NA	NA
11391-118C5	Smooth Muscle Cells - Brain Vascular, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0000955	brain	CL:0002590	smooth muscle cell of the brain vasculature	NA	NA
11392-118C6	Astrocyte - cerebral cortex, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0000956	cerebral cortex	CL:0002605	astrocyte of the cerebral cortex	NA	NA
11393-118C7	Endothelial Cells - Lymphatic, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0001473	lymphatic vessel	CL:0002138	endothelial cell of lymphatic vessel	NA	NA
11394-118C8	Fibroblast - Gingival, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0001828	gingiva	CL:0002552	fibroblast of gingiva	NA	NA
11395-118C9	Fibroblast - Periodontal Ligament, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0008266	periodontal ligament	CL:0002556	fibroblast of periodontium	NA	NA
11396-118D1	Smooth Muscle Cells - Colonic, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0001155	colon	CL:1000280	smooth muscle cell of colon	NA	NA
11397-118D2	Skeletal Muscle Satellite Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0001134	skeletal muscle tissue	CL:0000594	skeletal muscle satellite cell	NA	NA
11398-118D3	Myoblast, donor3	primary cells	snapshot	Human (Homo sapiens)	female	59	year	adult	UBERON:0001134	skeletal muscle tissue	CL:0000515	skeletal muscle myoblast	NA	NA
11399-118D4	Ciliary Epithelial Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0000970	eye	CL:0000067	ciliated epithelial cell	NA	NA
11400-118D5	Endothelial Cells - Umbilical vein, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0002066	umbilical vein	CL:0002618	endothelial cell of umbilical vein	NA	NA
11401-118D6	Fibroblast - Aortic Adventitial, donor3	primary cells	snapshot	Human (Homo sapiens)	female	19	year	adult	UBERON:0004664	aorta tunica adventitia	CL:0002547	fibroblast of the aortic adventitia	NA	NA
11402-118D7	Mesothelial Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	female	24	year	adult	UBERON:0001136	mesothelium	CL:0000077	mesothelial cell	NA	NA
11403-118D8	Preadipocyte - omental, donor3	primary cells	snapshot	Human (Homo sapiens)	male	34	year	adult	UBERON:0003688	omentum	CL:0002579	omentum preadipocyte	NA	NA
11404-118D9	Prostate Epithelial Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0002367	prostate gland	CL:0002231	epithelial cell of prostate	NA	NA
11405-118E1	Prostate Stromal Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	40	year	adult	UBERON:0002367	prostate gland	CL:0002622	prostate stromal cell	NA	NA
11406-118E2	Small Airway Epithelial Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	50	year	adult	UBERON:0000065	respiratory tract	CL:0002368	respiratory epithelial cell	NA	NA
11408-118E4	Adipocyte - subcutaneous, donor3	primary cells	snapshot	Human (Homo sapiens)	female	42	year	adult	UBERON:0002190	subcutaneous adipose tissue	CL:0002521	subcutaneous fat cell	NA	NA
11409-118E5	Nucleus Pulposus Cell, donor2	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002242	nucleus pulposus	CL:0002564	nucleus pulposus cell of intervertebral disc	NA	NA
11410-118E6	Chondrocyte - de diff, donor3	primary cells	snapshot	Human (Homo sapiens)	male	56	year	adult	UBERON:0002418	cartilage tissue	CL:0000138	chondrocyte	NA	NA
11411-118E7	Chondrocyte - re diff, donor3	primary cells	snapshot	Human (Homo sapiens)	male	57	year	adult	UBERON:0002418	cartilage tissue	CL:0000138	chondrocyte	NA	NA
11412-118E8	Endothelial Cells - Aortic, donor3	primary cells	snapshot	Human (Homo sapiens)	male	21	year	adult	UBERON:0000947	aorta	CL:0002544	aortic endothelial cell	NA	NA
11413-118E9	Endothelial Cells - Artery, donor3	primary cells	snapshot	Human (Homo sapiens)	male	53	year	adult	UBERON:0001637	artery	CL:1000413	endothelial cell of artery	NA	NA
11414-118F1	Endothelial Cells - Microvascular, donor3	primary cells	snapshot	Human (Homo sapiens)	female	47	year	adult	UBERON:0008339	microvascular endothelium	CL:2000008	microvascular endothelial cell	NA	NA
11416-118F3	Endothelial Cells - Vein, donor3	primary cells	snapshot	Human (Homo sapiens)	female	NA	NA	infant	UBERON:0001638	vein	CL:0002543	vein endothelial cell	NA	NA
11417-118F4	Fibroblast - Cardiac, donor3	primary cells	snapshot	Human (Homo sapiens)	female	20	week	fetus	UBERON:0000948	heart	CL:0002548	fibroblast of cardiac tissue	NA	NA
11418-118F5	Fibroblast - Dermal, donor3	primary cells	snapshot	Human (Homo sapiens)	female	41	year	adult	UBERON:0002067	dermis	CL:0002551	fibroblast of dermis	NA	NA
11419-118F6	Fibroblast - Lung, donor3	primary cells	snapshot	Human (Homo sapiens)	male	22	week	fetus	UBERON:0002048	lung	CL:0002553	fibroblast of lung	NA	NA
11420-118F7	Hair Follicle Dermal Papilla Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	female	36	year	adult	UBERON:0000412	dermal papilla	CL:0000346	hair follicle dermal papilla cell	NA	NA
11421-118F8	Keratinocyte - epidermal, donor3	primary cells	snapshot	Human (Homo sapiens)	female	46	year	adult	UBERON:0001003	skin epidermis	CL:0000312	keratinocyte	NA	NA
11422-118F9	Mammary Epithelial Cell, donor3	primary cells	snapshot	Human (Homo sapiens)	female	30	year	adult	UBERON:0001911	mammary gland	CL:0002327	mammary gland epithelial cell	NA	NA
11423-118G1	Melanocyte - light, donor3	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	infant	UBERON:0001003	skin epidermis	CL:0002567	light melanocyte	NA	NA
11425-118G3	Osteoblast - differentiated, donor3	primary cells	snapshot	Human (Homo sapiens)	male	18	week	fetus	UBERON:0008883	osteoid	CL:0000062	osteoblast	NA	NA
11426-118G4	Osteoblast, donor3	primary cells	snapshot	Human (Homo sapiens)	female	22	week	fetus	UBERON:0008883	osteoid	CL:0000062	osteoblast	NA	NA
11427-118G5	Placental Epithelial Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0001987	placenta	CL:0002577	placental epithelial cell	NA	NA
11428-118G6	Preadipocyte - subcutaneous, donor3	primary cells	snapshot	Human (Homo sapiens)	female	60	year	adult	UBERON:0002072	hypodermis	CL:0002583	subcutaneous preadipocyte	NA	NA
11429-118G7	Preadipocyte - visceral, donor3	primary cells	snapshot	Human (Homo sapiens)	female	51	year	adult	UBERON:0000948	heart	CL:0002582	visceral preadipocyte	NA	NA
11430-118G8	Skeletal Muscle Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	21	week	fetus	UBERON:0001134	skeletal muscle tissue	CL:0000188	cell of skeletal muscle	NA	NA
11431-118G9	Skeletal muscle cells differentiated into Myotubes - multinucleated, donor3	primary cells	snapshot	Human (Homo sapiens)	female	16	week	fetus	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
11432-118H1	Smooth Muscle Cells - Aortic, donor3	primary cells	snapshot	Human (Homo sapiens)	male	54	year	adult	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
11433-118H2	Smooth Muscle Cells - Brachiocephalic, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0001529	brachiocephalic artery	CL:0002589	smooth muscle cell of the brachiocephalic vasculature	NA	NA
11434-118H3	Smooth Muscle Cells - Carotid, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0005396	carotid artery segment	CL:0002596	smooth muscle cell of the carotid artery	NA	NA
11435-118H4	Smooth Muscle Cells - Coronary Artery, donor3	primary cells	snapshot	Human (Homo sapiens)	male	39	year	adult	UBERON:0001621	coronary artery	CL:0002592	smooth muscle cell of the coronary artery	NA	NA
11436-118H5	Smooth Muscle Cells - Internal Thoracic Artery, donor3	primary cells	snapshot	Human (Homo sapiens)	male	50	year	adult	UBERON:0002456	internal thoracic artery	CL:0002593	internal thoracic artery	NA	NA
11437-118H6	Smooth Muscle Cells - Pulmonary Artery, donor3	primary cells	snapshot	Human (Homo sapiens)	female	42	year	adult	UBERON:0002012	pulmonary artery	CL:0002591	smooth muscle cell of the pulmonary artery	NA	NA
11438-118H7	Smooth Muscle Cells - Subclavian Artery, donor3	primary cells	snapshot	Human (Homo sapiens)	male	59	year	adult	UBERON:0001533	subclavian artery	CL:0002595	smooth muscle cell of the subclavian artery	NA	NA
11439-118H8	Smooth Muscle Cells - Umbilical Artery, donor3	primary cells	snapshot	Human (Homo sapiens)	female	NA	NA	infant	UBERON:0001310	umbilical artery	CL:0002594	smooth muscle cell of the umbilical artery	NA	NA
11440-118H9	Synoviocyte, donor3	primary cells	snapshot	Human (Homo sapiens)	male	61	year	adult	UBERON:0002018	synovial membrane of synovial joint	CL:0000214	synovial cell	NA	NA
11441-118I1	Tracheal Epithelial Cells, donor3	primary cells	snapshot	Human (Homo sapiens)	male	60	year	adult	UBERON:0003126	trachea	CL:0000307	tracheal epithelial cell	NA	NA
11450-119A1	Fibroblast - Dermal, donor4	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0002067	dermis	CL:0002551	fibroblast of dermis	NA	NA
11451-119A2	Skeletal Muscle Cells, donor4	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0001134	skeletal muscle tissue	CL:0000188	cell of skeletal muscle	NA	NA
11452-119A3	Fibroblast - Cardiac, donor4	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0000948	heart	CL:0002548	fibroblast of cardiac tissue	NA	NA
11453-119A4	Bronchial Epithelial Cell, donor4	primary cells	snapshot	Human (Homo sapiens)	male	20	year	adult	UBERON:0002185	bronchus	CL:0002328	bronchial epithelial cell	NA	NA
11454-119A5	Fibroblast - Dermal, donor5	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0002067	dermis	CL:0002551	fibroblast of dermis	NA	NA
11455-119A6	Skeletal Muscle Cells, donor5	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0001134	skeletal muscle tissue	CL:0000188	cell of skeletal muscle	NA	NA
11456-119A7	Fibroblast - Cardiac, donor5	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0000948	heart	CL:0002548	fibroblast of cardiac tissue	NA	NA
11457-119A8	Bronchial Epithelial Cell, donor5	primary cells	snapshot	Human (Homo sapiens)	female	63	year	adult	UBERON:0002185	bronchus	CL:0002328	bronchial epithelial cell	NA	NA
11458-119A9	Fibroblast - Dermal, donor6	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0002067	dermis	CL:0002551	fibroblast of dermis	NA	NA
11459-119B1	Skeletal Muscle Cells, donor6	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0001134	skeletal muscle tissue	CL:0000188	cell of skeletal muscle	NA	NA
11460-119B2	Fibroblast - Cardiac, donor6	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	fetus	UBERON:0000948	heart	CL:0002548	fibroblast of cardiac tissue	NA	NA
11461-119B3	Bronchial Epithelial Cell, donor6	primary cells	snapshot	Human (Homo sapiens)	male	45	year	adult	UBERON:0002185	bronchus	CL:0002328	bronchial epithelial cell	NA	NA
11462-119B4	Nucleus Pulposus Cell, donor3	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002242	nucleus pulposus	CL:0002564	nucleus pulposus cell of intervertebral disc	NA	NA
11463-119B5	Anulus Pulposus Cell, donor2	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004715	annulus fibrosus disci intervertebralis	CL:0002602	annulus pulposus cell	NA	NA
11464-119B6	Mesenchymal Stem Cells - bone marrow, donor4	primary cells	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002371	bone marrow	CL:0002540	mesenchymal stem cell of the bone marrow	NA	NA
11465-119B7	Smooth Muscle Cells - Prostate, donor3	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0002367	prostate gland	CL:1000487	smooth muscle cell of prostate	NA	NA
11466-119B8	Smooth Muscle Cells - Uterine, donor3	primary cells	snapshot	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000995	uterus	CL:0002601	uterine smooth muscle cell	NA	NA
